('35867', ['italian'])
('6288', ['filipino'])
('2396', [])
('47647', [])
('6221', ['chinese'])
('3029', ['southern_us'])
('16853', ['mexican'])
('26373', ['mexican'])
('2749', ['chinese'])
('45344', ['korean'])
('45242', ['italian'])
('33829', ['thai'])
('15589', ['indian'])
('39191', ['southern_us'])
('27634', ['mexican'])
('14543', ['indian'])
('27727', ['italian', 'spanish'])
('12854', ['mexican'])
('41865', ['spanish'])
('22255', ['italian'])
('20175', ['filipino'])
('45843', ['italian'])
('19409', ['cajun_creole'])
('20611', ['southern_us', 'spanish'])
('33953', ['southern_us'])
('18372', [])
('17283', [])
('23856', ['southern_us'])
('44955', ['indian', 'thai'])
('26886', ['italian'])
('19242', ['indian'])
('26278', ['indian'])
('38876', [])
('45706', ['korean'])
('22707', [])
('45589', [])
('41966', ['italian'])
('45524', ['indian'])
('31408', ['french'])
('39782', [])
('30457', [])
('40052', ['chinese'])
('1808', ['italian'])
('32651', ['korean'])
('36678', ['italian'])
('42459', [])
('23498', ['vietnamese'])
('1985', [])
('38126', ['thai'])
('38099', ['chinese'])
('48859', ['chinese'])
('42110', ['thai'])
('46710', ['chinese'])
('15279', [])
('29614', ['mexican'])
('15081', ['italian'])
('45447', [])
('32934', ['japanese'])
('42533', ['japanese'])
('4924', [])
('29888', [])
('11779', ['italian'])
('37297', ['chinese', 'french'])
('6484', [])
('39005', ['chinese'])
('49036', ['italian'])
('15405', ['indian', 'thai'])
('44303', [])
('37105', ['italian'])
('45404', ['italian'])
('39447', [])
('23854', ['french'])
('24528', ['italian'])
('25639', ['greek'])
('817', ['italian'])
('37123', ['mexican'])
('26064', ['french'])
('27373', ['thai'])
('3734', [])
('26743', ['french'])
('9212', ['italian'])
('28249', ['southern_us'])
('45409', ['mexican'])
('42285', ['italian'])
('26471', ['southern_us'])
('30154', [])
('47919', [])
('8204', [])
('26071', ['chinese'])
('31436', ['indian'])
('28401', ['cajun_creole'])
('24835', ['mexican'])
('13798', ['italian'])
('28583', ['southern_us'])
('6467', ['indian'])
('27353', [])
('25873', ['southern_us'])
('31793', [])
('21905', ['italian'])
('9837', ['italian'])
('40652', ['mexican'])
('44424', ['thai'])
('17516', ['italian'])
('43142', ['mexican'])
('41269', ['indian'])
('34532', ['italian'])
('19794', [])
('22108', ['italian'])
('18750', ['southern_us'])
('9701', [])
('7818', ['mexican'])
('23070', ['mexican'])
('3369', ['korean'])
('16901', ['italian'])
('48056', ['italian'])
('47127', ['mexican'])
('36205', [])
('47811', [])
('1996', [])
('10467', ['indian'])
('13673', ['korean'])
('47289', ['chinese'])
('35843', ['indian', 'jamaican'])
('9798', ['southern_us'])
('25586', ['mexican'])
('25694', ['irish'])
('13009', ['indian'])
('30061', ['italian'])
('44835', [])
('27377', [])
('20602', ['southern_us'])
('38927', ['mexican'])
('23900', [])
('19804', ['mexican'])
('8845', ['italian'])
('42570', [])
('6417', ['mexican'])
('31501', [])
('10170', ['italian'])
('10185', [])
('46037', ['spanish'])
('5751', ['indian'])
('9549', [])
('6590', [])
('5813', [])
('12382', ['cajun_creole'])
('30871', [])
('7286', ['indian'])
('16365', ['indian'])
('4768', ['mexican'])
('5531', ['chinese'])
('23809', [])
('26181', ['italian'])
('25439', ['cajun_creole'])
('35560', [])
('21574', ['italian'])
('13475', ['southern_us'])
('16916', [])
('4386', ['southern_us'])
('29153', ['chinese'])
('9969', ['italian'])
('23257', ['mexican'])
('32949', ['greek'])
('19320', ['french'])
('15861', ['southern_us'])
('17435', ['greek'])
('6453', ['mexican'])
('22289', ['thai'])
('22340', [])
('37731', ['italian'])
('39573', ['greek'])
('14835', [])
('30647', ['southern_us', 'french'])
('46072', ['chinese'])
('25778', ['french'])
('36222', ['chinese'])
('29072', ['southern_us'])
('24129', [])
('36622', ['mexican'])
('11154', [])
('24579', ['mexican'])
('7264', [])
('2377', ['mexican'])
('33326', ['southern_us'])
('37582', ['italian'])
('14468', [])
('18610', ['chinese'])
('36591', ['mexican'])
('3895', ['greek'])
('27935', ['italian'])
('23352', [])
('21232', [])
('8638', ['thai'])
('20910', ['mexican'])
('36111', ['cajun_creole'])
('19826', ['indian'])
('42624', ['filipino'])
('19152', ['italian'])
('38972', [])
('8336', [])
('7993', ['italian'])
('19195', ['japanese'])
('48854', ['russian'])
('24306', [])
('27269', ['mexican'])
('37341', ['indian'])
('49486', ['chinese'])
('37873', ['mexican'])
('28669', [])
('30523', ['french'])
('43054', ['italian'])
('20841', [])
('27542', ['mexican'])
('11760', [])
('29697', ['mexican'])
('3220', ['mexican'])
('33437', ['mexican'])
('4452', ['mexican'])
('38805', ['mexican'])
('1475', ['french'])
('31295', [])
('20058', ['italian'])
('36484', ['indian'])
('11370', ['thai'])
('29376', [])
('19611', ['italian'])
('8292', ['italian'])
('2746', ['mexican'])
('26112', ['indian', 'jamaican'])
('20135', ['french'])
('16888', [])
('24060', ['thai'])
('43874', ['mexican'])
('7151', ['mexican'])
('45240', ['mexican'])
('14051', ['indian'])
('38290', ['indian'])
('9799', ['mexican'])
('2803', ['mexican'])
('22474', ['italian'])
('38042', [])
('5024', [])
('229', [])
('12665', ['chinese'])
('16380', ['mexican'])
('4847', ['italian'])
('24025', [])
('8170', ['southern_us'])
('16485', [])
('3528', ['southern_us', 'cajun_creole'])
('19527', ['southern_us'])
('43351', [])
('37724', ['southern_us'])
('18852', ['chinese'])
('9340', ['southern_us'])
('9045', ['indian'])
('38272', ['mexican'])
('47328', [])
('34689', ['southern_us'])
('42491', [])
('26031', ['british'])
('5022', ['thai'])
('20128', ['italian'])
('20340', ['cajun_creole'])
('12264', ['italian'])
('44593', [])
('11675', ['japanese'])
('14939', ['chinese'])
('18032', ['japanese'])
('5591', [])
('45185', [])
('7946', ['italian'])
('21811', ['italian'])
('10429', ['japanese'])
('1423', ['indian'])
('31117', [])
('13807', ['irish'])
('33108', ['indian'])
('35063', ['italian'])
('34356', ['italian'])
('11736', ['french'])
('3190', ['italian'])
('40737', ['japanese'])
('13142', ['cajun_creole'])
('4777', [])
('13417', ['mexican'])
('31146', ['italian'])
('6500', ['korean'])
('29812', ['irish'])
('48945', [])
('49442', [])
('10408', ['mexican'])
('42099', [])
('8403', ['chinese'])
('27864', ['italian'])
('6416', [])
('12432', [])
('1513', [])
('39251', ['indian'])
('19959', ['japanese'])
('12965', ['mexican'])
('1449', [])
('13537', ['indian'])
('30816', ['vietnamese'])
('48106', ['mexican'])
('18175', [])
('10800', ['greek'])
('17167', [])
('37287', ['italian'])
('22283', ['mexican'])
('15890', [])
('44164', ['italian'])
('41776', ['italian'])
('33780', [])
('24997', [])
('43822', [])
('19749', ['italian'])
('39570', [])
('49265', [])
('47877', [])
('32279', ['indian'])
('22433', ['chinese'])
('18720', ['thai'])
('44987', ['italian', 'spanish'])
('14022', ['southern_us'])
('36425', [])
('22202', [])
('34077', ['japanese'])
('25790', [])
('21665', ['mexican'])
('18988', [])
('23424', ['italian'])
('48134', ['brazilian'])
('10861', ['mexican'])
('1653', ['mexican'])
('23832', ['japanese'])
('17795', ['southern_us'])
('34831', [])
('18101', ['italian'])
('47664', ['italian'])
('48847', ['mexican'])
('26749', [])
('1150', [])
('18561', ['thai'])
('774', ['french'])
('43360', ['indian'])
('16540', ['filipino'])
('5', ['mexican'])
('18689', [])
('16337', ['italian'])
('11985', ['southern_us'])
('21681', [])
('47546', ['italian'])
('39965', ['southern_us'])
('12495', ['southern_us'])
('46636', ['filipino'])
('39021', ['mexican'])
('47183', ['southern_us'])
('20308', ['italian'])
('42695', ['mexican'])
('34189', ['mexican'])
('25583', [])
('9961', ['chinese', 'thai'])
('40640', ['japanese'])
('18255', ['french'])
('44888', ['mexican'])
('4797', ['indian', 'thai'])
('48685', [])
('32046', ['russian'])
('38069', [])
('11649', [])
('607', ['british'])
('40139', ['russian'])
('40433', [])
('30343', [])
('49532', ['filipino'])
('19344', ['chinese', 'filipino'])
('26314', ['italian'])
('34343', ['jamaican'])
('32577', ['moroccan'])
('17130', [])
('28233', [])
('24883', ['indian'])
('16240', ['italian'])
('45986', ['greek'])
('38983', ['mexican'])
('44664', ['mexican'])
('42772', ['greek'])
('42270', ['korean'])
('13046', ['italian'])
('4053', ['italian'])
('44197', ['french'])
('1866', ['southern_us'])
('27119', ['italian'])
('36813', ['mexican'])
('2136', ['irish'])
('15056', ['greek'])
('49285', ['cajun_creole'])
('13347', ['mexican'])
('23579', ['japanese'])
('4338', ['mexican'])
('4000', [])
('2864', ['indian'])
('27952', ['chinese'])
('16092', ['southern_us'])
('9726', ['italian'])
('33358', ['moroccan'])
('1482', ['korean'])
('18064', [])
('43325', ['mexican'])
('37860', ['korean'])
('6583', ['italian'])
('47035', ['italian', 'southern_us'])
('46235', ['indian'])
('30421', [])
('21579', ['italian'])
('39690', ['italian'])
('9178', ['southern_us'])
('30321', ['mexican'])
('21625', [])
('33624', ['mexican'])
('41425', ['indian'])
('23540', ['italian'])
('12638', [])
('27199', ['jamaican'])
('9792', ['italian'])
('31665', ['indian'])
('5868', ['cajun_creole'])
('26309', [])
('38047', ['mexican'])
('5183', [])
('47637', ['thai', 'vietnamese'])
('31448', ['southern_us'])
('27282', ['jamaican'])
('14497', ['italian'])
('21180', ['italian'])
('20460', ['chinese'])
('4540', ['greek'])
('47124', ['italian'])
('43562', ['thai'])
('41639', ['italian'])
('24526', ['southern_us'])
('28818', ['southern_us'])
('4172', [])
('23025', ['filipino'])
('24501', [])
('2964', ['mexican'])
('34809', ['italian'])
('33392', ['chinese'])
('38965', ['southern_us'])
('22403', ['indian'])
('12034', [])
('5710', [])
('3137', ['mexican'])
('4363', [])
('49614', ['italian', 'mexican'])
('27463', ['indian'])
('43791', ['italian'])
('47871', ['cajun_creole'])
('15059', [])
('12014', [])
('3912', [])
('9985', ['mexican'])
('5951', ['indian'])
('12890', ['japanese'])
('21362', ['french'])
('6386', ['mexican'])
('9422', ['mexican'])
('46558', ['italian'])
('47221', ['thai'])
('44318', ['southern_us'])
('27292', ['indian'])
('14283', ['southern_us'])
('17848', ['italian'])
('15423', ['southern_us'])
('42349', ['thai', 'vietnamese'])
('24409', ['greek'])
('36644', ['mexican'])
('35366', ['chinese'])
('4385', [])
('40858', ['cajun_creole'])
('41270', ['italian'])
('37504', ['irish'])
('15879', ['italian'])
('1627', ['italian'])
('10865', ['french'])
('7704', ['moroccan'])
('21089', [])
('16661', ['french'])
('8087', [])
('19228', [])
('1988', ['mexican'])
('7315', [])
('34762', [])
('43045', ['thai'])
('43132', ['mexican'])
('9683', ['italian'])
('8131', ['italian'])
('33305', ['indian'])
('26180', ['mexican'])
('17725', ['italian'])
('13220', ['irish'])
('20639', ['italian'])
('18998', ['mexican'])
('25492', ['indian'])
('48790', ['mexican'])
('29386', ['jamaican'])
('36353', ['italian'])
('188', [])
('10749', [])
('16083', ['greek'])
('24406', [])
('16245', ['italian'])
('7330', ['mexican'])
('26429', ['mexican'])
('4703', ['moroccan'])
('31089', ['greek'])
('26880', ['mexican'])
('21658', ['indian'])
('38366', ['southern_us'])
('1083', ['french'])
('1337', ['southern_us'])
('24035', ['moroccan'])
('15596', ['british'])
('45832', ['italian'])
('45795', ['french'])
('15515', [])
('5056', ['mexican'])
('46974', ['mexican'])
('15522', ['mexican'])
('31952', ['indian'])
('9928', ['italian'])
('5443', [])
('24046', ['mexican', 'indian'])
('25176', ['italian'])
('49425', ['italian'])
('27718', ['french'])
('36114', [])
('39357', ['french'])
('29143', [])
('7951', [])
('11244', [])
('370', ['brazilian'])
('28878', [])
('6036', ['french'])
('20762', ['italian'])
('36756', ['indian'])
('7747', ['british'])
('2588', [])
('1485', ['greek'])
('1443', ['mexican'])
('24354', [])
('16864', ['southern_us'])
('38817', ['spanish'])
('16516', ['indian'])
('27423', [])
('20873', ['moroccan'])
('47432', [])
('28096', ['mexican'])
('38889', [])
('42339', ['southern_us'])
('30894', ['mexican'])
('20127', [])
('25946', ['cajun_creole'])
('44525', ['indian'])
('20091', ['british'])
('24413', ['mexican'])
('33722', ['indian'])
('235', ['mexican'])
('22118', [])
('23158', [])
('48318', ['chinese'])
('48580', [])
('4244', ['mexican'])
('19118', ['mexican'])
('41246', [])
('45388', ['italian'])
('15262', ['mexican'])
('14434', ['greek'])
('23306', ['cajun_creole'])
('22430', ['southern_us'])
('40539', ['mexican'])
('33073', [])
('14686', ['french'])
('6275', ['italian'])
('32836', ['thai'])
('329', [])
('28753', ['mexican'])
('26127', ['irish'])
('28820', ['italian'])
('33500', ['spanish'])
('15074', ['indian'])
('45461', ['italian'])
('38381', ['mexican'])
('12905', [])
('32687', ['british'])
('47452', ['southern_us', 'british'])
('23742', [])
('26011', ['italian'])
('14368', ['thai', 'vietnamese'])
('16697', ['italian'])
('12280', ['indian'])
('30903', ['indian'])
('29503', ['jamaican'])
('32924', [])
('40437', ['vietnamese'])
('20589', [])
('21361', ['italian'])
('46087', ['italian'])
('46537', ['southern_us'])
('5938', ['italian'])
('12498', ['french', 'spanish'])
('23249', ['thai'])
('34959', ['french'])
('30031', ['southern_us'])
('40348', ['mexican'])
('9236', [])
('36723', ['italian'])
('37774', [])
('39408', [])
('42', [])
('1757', ['chinese'])
('30711', ['mexican'])
('37257', ['chinese'])
('23475', ['japanese'])
('4294', ['southern_us'])
('4247', ['jamaican'])
('33251', ['italian'])
('48775', [])
('40547', ['greek'])
('1353', ['chinese'])
('29127', [])
('4302', ['french'])
('34580', ['chinese'])
('9573', ['italian'])
('16926', ['mexican'])
('778', ['chinese'])
('35762', ['french'])
('27308', ['southern_us'])
('3995', ['french'])
('14859', ['southern_us'])
('32338', [])
('48335', ['southern_us'])
('25407', ['filipino'])
('21519', ['italian'])
('5491', ['italian'])
('19392', ['mexican'])
('36891', [])
('14797', ['mexican'])
('18802', ['french', 'british'])
('14251', ['indian'])
('8520', ['italian'])
('46154', ['southern_us'])
('8695', ['chinese'])
('2675', ['mexican'])
('4484', [])
('15891', [])
('34741', ['southern_us'])
('49574', ['italian'])
('47034', ['southern_us', 'cajun_creole'])
('38383', ['cajun_creole'])
('1158', ['cajun_creole'])
('29576', ['italian'])
('24051', [])
('32838', [])
('35401', ['italian'])
('16187', ['chinese'])
('924', ['southern_us'])
('44278', ['mexican'])
('6127', [])
('10296', ['mexican'])
('9567', ['italian'])
('37147', ['italian'])
('20326', ['brazilian'])
('12', [])
('29309', ['italian'])
('30909', ['italian'])
('4767', ['mexican'])
('39582', [])
('48776', ['cajun_creole'])
('2711', ['italian'])
('22599', ['italian'])
('38577', [])
('25732', ['irish'])
('40730', ['southern_us'])
('6009', ['greek'])
('44788', ['filipino'])
('32783', ['southern_us'])
('24611', ['italian'])
('6003', ['southern_us'])
('46688', ['japanese'])
('25806', ['greek'])
('32991', ['mexican'])
('2828', [])
('28329', ['italian'])
('13900', ['italian'])
('25990', ['chinese'])
('6561', ['southern_us'])
('6662', ['italian'])
('45206', ['mexican'])
('30688', [])
('988', [])
('33791', ['korean'])
('43574', ['southern_us'])
('40358', ['chinese'])
('27289', ['italian'])
('9084', ['italian'])
('3785', ['indian'])
('22873', [])
('37569', ['southern_us'])
('18018', ['greek'])
('7396', [])
('38332', ['italian'])
('45668', ['cajun_creole'])
('9773', ['italian'])
('23801', ['brazilian'])
('28420', ['italian'])
('34536', ['italian'])
('29352', ['indian'])
('35561', ['chinese'])
('24737', [])
('34160', ['mexican'])
('25936', ['spanish'])
('10314', ['british'])
('771', ['italian'])
('34931', ['mexican'])
('42455', ['japanese'])
('21200', ['indian'])
('31939', ['vietnamese'])
('28194', ['chinese'])
('183', ['italian'])
('42522', ['mexican'])
('29599', [])
('3401', ['moroccan'])
('6846', [])
('27341', [])
('28126', ['italian'])
('21967', ['italian'])
('41891', ['mexican'])
('36219', [])
('12930', [])
('44451', ['mexican'])
('16854', ['mexican'])
('1195', [])
('47696', ['greek'])
('14684', ['mexican'])
('9418', ['italian'])
('34497', [])
('43592', ['mexican'])
('7844', ['italian'])
('19066', ['indian'])
('22165', [])
('22580', [])
('18706', [])
('21974', [])
('38540', [])
('23268', ['southern_us'])
('19103', ['indian'])
('43889', ['italian'])
('25381', ['chinese'])
('25698', [])
('29984', ['southern_us'])
('46888', ['italian'])
('45324', ['french'])
('24426', ['mexican'])
('36629', [])
('34390', ['cajun_creole'])
('24177', ['vietnamese'])
('36605', ['indian'])
('46414', ['mexican'])
('32140', ['french'])
('29603', ['filipino'])
('18134', ['filipino'])
('42121', ['indian'])
('24972', [])
('12148', ['korean'])
('41559', ['mexican'])
('30826', ['thai'])
('36847', ['mexican'])
('9274', ['mexican'])
('4167', ['thai'])
('14059', ['indian'])
('33793', ['italian'])
('39063', ['chinese'])
('22563', ['southern_us'])
('21318', ['french'])
('27510', ['french'])
('28171', ['italian'])
('2601', [])
('18983', ['italian'])
('34903', ['italian'])
('40329', ['chinese'])
('33444', [])
('33267', [])
('8014', ['italian'])
('46375', ['southern_us'])
('33493', ['chinese'])
('4311', ['chinese', 'korean'])
('1766', ['mexican'])
('3489', [])
('17635', [])
('5660', ['italian'])
('36881', ['italian'])
('32438', [])
('33165', ['russian'])
('38735', ['chinese'])
('12336', ['chinese'])
('5723', ['italian'])
('15876', ['cajun_creole'])
('23507', ['thai'])
('20532', ['indian'])
('46793', ['italian'])
('35469', ['mexican'])
('18520', ['mexican'])
('46321', ['irish'])
('34002', [])
('19851', ['indian'])
('10095', ['brazilian'])
('20360', ['chinese'])
('49537', ['indian'])
('11472', ['indian'])
